All event log messages.
Date:	2016-10-22 01:51:36
System Name:	14000-500407
Controller Name:	
Controller Id	14000-500407

RobotWare: 6.03.00.00
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	603-1 Absolute Accuracy
	Contact L
	623-1 Multitasking
	604-1 MultiMove Coordinated
	608-1 World Zones
	611-1 Path Recovery
	612-1 Path Offset
	613-1 Collision Detection
	841-1 EtherNet/IP Scanner/Adapter
	1341-1/1520-1 Integrated Vision Interface
	988-1 RW Add-In Prepared
	688-1 RobotStudio App Connect
	617-1 FlexPendant Interface
	616-1 PC Interface

Robot1
Key:	
Options:	
	Motor Commutation
	Service Info System
	Pendelum Calibration
	Drive System IRB 14000
	Hall Sensor Calibration
	IRB 14000-0.5/0.5

SmartGripperV3_3
	Key:	
Options:	
	SmartGripperV3.3

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
62520     	I   	Operational         	10020   	Execution error state                   	2016-10-21 03:34:27 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
62521     	I   	Operational         	10020   	Execution error state                   	2016-10-21 03:34:27 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
62522     	I   	Operational         	10125   	Program stopped                         	2016-10-21 03:34:27 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
62523     	I   	Operational         	10125   	Program stopped                         	2016-10-21 03:34:27 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
62524     	I   	Operational         	10026   	Collision retraction                    	2016-10-21 03:34:27 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
62525     	I   	Operational         	10025   	Collision confirmed                     	2016-10-21 03:36:49 	The collision detection has been confirmed. 	{args: }
62526     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 03:37:22 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
62527     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 03:37:22 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
62528     	I   	Operational         	10021   	Execution error reset                   	2016-10-21 03:37:22 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
62529     	I   	Operational         	10021   	Execution error reset                   	2016-10-21 03:37:22 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
62530     	I   	Operational         	10052   	Regain start                            	2016-10-21 03:37:24 	A regain movement has started.	{args: "0"}
62531     	I   	Operational         	10053   	Regain ready                            	2016-10-21 03:37:24 	The regain movement is ready.	{args: "0"}
62532     	I   	Operational         	10151   	Program started                         	2016-10-21 03:37:24 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
62533     	I   	Operational         	10151   	Program started                         	2016-10-21 03:37:24 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
62534     	W   	Motion              	50204   	Motion supervision                      	2016-10-21 03:39:49 	Motion supervision triggered for axis 7 on mechanical unit ROB_R.	{args: "7", "ROB_R"}
62535     	I   	Operational         	10024   	Collision triggered                     	2016-10-21 03:39:49 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
62536     	E   	Motion              	50431   	Predicted Collision                     	2016-10-21 03:39:50 	Predicted a collision between objects 'ROB_L_Link3' and 'Base'.	{args: "ROB_L_Link3", "Base"}
62537     	I   	Operational         	10020   	Execution error state                   	2016-10-21 03:39:50 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
62538     	I   	Operational         	10020   	Execution error state                   	2016-10-21 03:39:50 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
62539     	I   	Operational         	10125   	Program stopped                         	2016-10-21 03:39:50 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
62540     	I   	Operational         	10125   	Program stopped                         	2016-10-21 03:39:50 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
62541     	E   	Motion              	50056   	Joint collision                         	2016-10-21 03:39:51 	Actual torque on joint rob_R_5 is higher than ordered while at low or zero speed. Might be caused by jam error (the arm has got stuck) or hardware error.	{args: "rob_R_5"}
62542     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-21 03:39:51 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
62543     	I   	Operational         	10026   	Collision retraction                    	2016-10-21 03:39:51 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
62544     	E   	Motion              	50021   	Joint position error                    	2016-10-21 03:39:55 	Actual position of joint rob_R_5 is too far away from the ordered position.	{args: "rob_R_5"}
62545     	E   	Program             	41714   	Too many error events                   	2016-10-21 03:39:55 	 Execution of task T_ROB_R has stopped. There are too many unhandled error events in queue. The system can only handle one error event at a time.	{args: "T_ROB_R"}
62546     	I   	Operational         	10025   	Collision confirmed                     	2016-10-21 03:40:07 	The collision detection has been confirmed. 	{args: }
62547     	I   	Operational         	10010   	Motors OFF state                        	2016-10-21 03:40:09 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
62548     	I   	Operational         	10011   	Motors ON state                         	2016-10-21 03:40:10 	The system is in the Motors ON state.	{args: }
62549     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 03:42:22 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
62550     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 03:42:22 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
62551     	I   	Operational         	10021   	Execution error reset                   	2016-10-21 03:42:22 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
62552     	I   	Operational         	10021   	Execution error reset                   	2016-10-21 03:42:22 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
62553     	I   	Operational         	10052   	Regain start                            	2016-10-21 03:42:23 	A regain movement has started.	{args: "0"}
62554     	I   	Operational         	10053   	Regain ready                            	2016-10-21 03:42:23 	The regain movement is ready.	{args: "0"}
62555     	I   	Operational         	10151   	Program started                         	2016-10-21 03:42:23 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
62556     	I   	Operational         	10151   	Program started                         	2016-10-21 03:42:23 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
62557     	W   	Program             	41595   	Socket error                            	2016-10-21 04:16:06 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-24:10:2::47134:8388608.000000"}
62558     	W   	Program             	41595   	Socket error                            	2016-10-21 04:16:06 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::48658:8388608.000000"}
62559     	W   	Program             	41595   	Socket error                            	2016-10-21 04:17:22 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::47138:8388608.000000"}
62560     	W   	Program             	41595   	Socket error                            	2016-10-21 04:17:22 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::48662:8388608.000000"}
62561     	I   	Operational         	10125   	Program stopped                         	2016-10-21 04:17:22 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
62562     	I   	Operational         	10125   	Program stopped                         	2016-10-21 04:17:22 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
62563     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 04:17:23 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
62564     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 04:17:23 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
62565     	I   	Operational         	10052   	Regain start                            	2016-10-21 04:17:24 	A regain movement has started.	{args: "0"}
62566     	I   	Operational         	10053   	Regain ready                            	2016-10-21 04:17:24 	The regain movement is ready.	{args: "0"}
62567     	I   	Operational         	10151   	Program started                         	2016-10-21 04:17:24 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
62568     	I   	Operational         	10151   	Program started                         	2016-10-21 04:17:24 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
62569     	W   	Program             	41595   	Socket error                            	2016-10-21 04:18:56 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::47142:8388608.000000"}
62570     	W   	Program             	41595   	Socket error                            	2016-10-21 04:18:56 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::48666:8388608.000000"}
62571     	W   	Program             	41595   	Socket error                            	2016-10-21 04:21:38 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "54:10:2::47146:8388608.000000"}
62572     	W   	Program             	41595   	Socket error                            	2016-10-21 04:21:38 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::48670:8388608.000000"}
62573     	W   	Motion              	50204   	Motion supervision                      	2016-10-21 04:23:14 	Motion supervision triggered for axis 3 on mechanical unit ROB_R.	{args: "3", "ROB_R"}
62574     	I   	Operational         	10024   	Collision triggered                     	2016-10-21 04:23:14 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
62575     	E   	Motion              	50055   	Joint load too high                     	2016-10-21 04:23:14 	Actual torque on joint rob_R_5 too high. Might be caused by incorrect load data, too high acceleration, high external process forces, low temperature or hardware error.	{args: "rob_R_5"}
62576     	I   	Operational         	10020   	Execution error state                   	2016-10-21 04:23:14 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
62577     	I   	Operational         	10020   	Execution error state                   	2016-10-21 04:23:14 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
62578     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-21 04:23:14 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
62579     	I   	Operational         	10125   	Program stopped                         	2016-10-21 04:23:14 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
62580     	I   	Operational         	10125   	Program stopped                         	2016-10-21 04:23:14 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
62583     	I   	Operational         	10026   	Collision retraction                    	2016-10-21 04:23:19 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
62584     	I   	Operational         	10025   	Collision confirmed                     	2016-10-21 04:27:06 	The collision detection has been confirmed. 	{args: }
62585     	I   	Operational         	10010   	Motors OFF state                        	2016-10-21 04:27:07 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
62586     	I   	Operational         	10011   	Motors ON state                         	2016-10-21 04:27:08 	The system is in the Motors ON state.	{args: }
62587     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 04:31:16 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
62588     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 04:31:16 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
62589     	I   	Operational         	10021   	Execution error reset                   	2016-10-21 04:31:16 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
62590     	I   	Operational         	10021   	Execution error reset                   	2016-10-21 04:31:16 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
62591     	I   	Operational         	10052   	Regain start                            	2016-10-21 04:31:18 	A regain movement has started.	{args: "0"}
62592     	I   	Operational         	10053   	Regain ready                            	2016-10-21 04:31:18 	The regain movement is ready.	{args: "0"}
62593     	I   	Operational         	10151   	Program started                         	2016-10-21 04:31:18 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
62594     	I   	Operational         	10151   	Program started                         	2016-10-21 04:31:18 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
62595     	E   	Motion              	50055   	Joint load too high                     	2016-10-21 04:32:12 	Actual torque on joint rob_R_4 too high. Might be caused by incorrect load data, too high acceleration, high external process forces, low temperature or hardware error.	{args: "rob_R_4"}
62596     	I   	Operational         	10020   	Execution error state                   	2016-10-21 04:32:12 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
62597     	I   	Operational         	10020   	Execution error state                   	2016-10-21 04:32:12 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
62598     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-21 04:32:12 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
62599     	I   	Operational         	10125   	Program stopped                         	2016-10-21 04:32:12 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
62600     	I   	Operational         	10125   	Program stopped                         	2016-10-21 04:32:12 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
62601     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 04:33:44 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
62602     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 04:33:44 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
62603     	I   	Operational         	10021   	Execution error reset                   	2016-10-21 04:33:44 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
62604     	I   	Operational         	10021   	Execution error reset                   	2016-10-21 04:33:44 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
62605     	I   	Operational         	10010   	Motors OFF state                        	2016-10-21 04:33:45 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
62606     	I   	Operational         	10011   	Motors ON state                         	2016-10-21 04:33:46 	The system is in the Motors ON state.	{args: }
62607     	I   	Operational         	10052   	Regain start                            	2016-10-21 04:33:47 	A regain movement has started.	{args: "0"}
62608     	I   	Operational         	10053   	Regain ready                            	2016-10-21 04:33:47 	The regain movement is ready.	{args: "0"}
62609     	I   	Operational         	10151   	Program started                         	2016-10-21 04:33:47 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
62610     	I   	Operational         	10151   	Program started                         	2016-10-21 04:33:47 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
62611     	E   	System              	20054   	Not allowed command                     	2016-10-21 04:58:10 	The command is NOT allowed when the program is executing.	{args: "46"}
62612     	I   	Operational         	10125   	Program stopped                         	2016-10-21 04:58:17 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
62613     	I   	Operational         	10125   	Program stopped                         	2016-10-21 04:58:17 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
62617     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 04:59:32 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
62618     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 04:59:32 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
62619     	I   	Operational         	10052   	Regain start                            	2016-10-21 04:59:33 	A regain movement has started.	{args: "0"}
62620     	I   	Operational         	10053   	Regain ready                            	2016-10-21 04:59:33 	The regain movement is ready.	{args: "0"}
62621     	I   	Operational         	10151   	Program started                         	2016-10-21 04:59:33 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
62622     	I   	Operational         	10151   	Program started                         	2016-10-21 04:59:33 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
62623     	W   	Motion              	50204   	Motion supervision                      	2016-10-21 05:00:41 	Motion supervision triggered for axis 7 on mechanical unit ROB_R.	{args: "7", "ROB_R"}
62624     	I   	Operational         	10024   	Collision triggered                     	2016-10-21 05:00:41 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
62625     	E   	Motion              	50431   	Predicted Collision                     	2016-10-21 05:00:42 	Predicted a collision between objects 'ROB_L_Link3' and 'Base'.	{args: "ROB_L_Link3", "Base"}
62626     	I   	Operational         	10020   	Execution error state                   	2016-10-21 05:00:42 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
62627     	I   	Operational         	10020   	Execution error state                   	2016-10-21 05:00:42 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
62628     	I   	Operational         	10125   	Program stopped                         	2016-10-21 05:00:42 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
62629     	I   	Operational         	10125   	Program stopped                         	2016-10-21 05:00:42 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
62630     	E   	Motion              	50056   	Joint collision                         	2016-10-21 05:00:43 	Actual torque on joint rob_R_5 is higher than ordered while at low or zero speed. Might be caused by jam error (the arm has got stuck) or hardware error.	{args: "rob_R_5"}
62631     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-21 05:00:43 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
62632     	I   	Operational         	10026   	Collision retraction                    	2016-10-21 05:00:43 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
62633     	W   	Motion              	50438   	Motor off sequence has timed out        	2016-10-21 05:00:48 	The mechanical unit ROB_R has not been able to finish the motor off sequence during configured time.	{args: "ROB_R"}
62634     	E   	Program             	41714   	Too many error events                   	2016-10-21 05:00:48 	 Execution of task T_ROB_R has stopped. There are too many unhandled error events in queue. The system can only handle one error event at a time.	{args: "T_ROB_R"}
62635     	I   	Operational         	10010   	Motors OFF state                        	2016-10-21 05:01:13 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
62636     	I   	Operational         	10011   	Motors ON state                         	2016-10-21 05:01:14 	The system is in the Motors ON state.	{args: }
62637     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 05:01:31 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
62638     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 05:01:31 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
62639     	I   	Operational         	10021   	Execution error reset                   	2016-10-21 05:01:31 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
62640     	I   	Operational         	10021   	Execution error reset                   	2016-10-21 05:01:31 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
62641     	I   	Operational         	10025   	Collision confirmed                     	2016-10-21 05:01:32 	The collision detection has been confirmed. 	{args: }
62642     	I   	Operational         	10052   	Regain start                            	2016-10-21 05:01:32 	A regain movement has started.	{args: "0"}
62643     	I   	Operational         	10053   	Regain ready                            	2016-10-21 05:01:32 	The regain movement is ready.	{args: "0"}
62644     	I   	Operational         	10151   	Program started                         	2016-10-21 05:01:32 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
62645     	I   	Operational         	10151   	Program started                         	2016-10-21 05:01:32 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
62646     	W   	Program             	41595   	Socket error                            	2016-10-21 05:03:40 	Task: T_ROB_R.The connection has been closed by the remote host. Program Ref: /SERVER_R/main/SocketReceive/224.	{args: "T_ROB_R", "/SERVER_R/main/SocketReceive/224", "ERR_SOCK_CLOSED", "-28:10:2::47170:8388608.000000"}
62647     	W   	Program             	41595   	Socket error                            	2016-10-21 05:03:40 	Task: T_ROB_L.The connection has been closed by the remote host. Program Ref: /SERVER_L/main/SocketReceive/245.	{args: "T_ROB_L", "/SERVER_L/main/SocketReceive/245", "ERR_SOCK_CLOSED", "-28:10:2::48694:8388608.000000"}
62648     	W   	Motion              	50204   	Motion supervision                      	2016-10-21 05:04:47 	Motion supervision triggered for axis 7 on mechanical unit ROB_R.	{args: "7", "ROB_R"}
62649     	I   	Operational         	10024   	Collision triggered                     	2016-10-21 05:04:47 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
62650     	E   	Motion              	50431   	Predicted Collision                     	2016-10-21 05:04:48 	Predicted a collision between objects 'ROB_L_Link3' and 'Base'.	{args: "ROB_L_Link3", "Base"}
62651     	I   	Operational         	10020   	Execution error state                   	2016-10-21 05:04:48 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
62652     	I   	Operational         	10020   	Execution error state                   	2016-10-21 05:04:48 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
62653     	I   	Operational         	10125   	Program stopped                         	2016-10-21 05:04:48 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
62654     	I   	Operational         	10125   	Program stopped                         	2016-10-21 05:04:48 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
62655     	I   	Operational         	10026   	Collision retraction                    	2016-10-21 05:04:48 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
62656     	I   	Operational         	10025   	Collision confirmed                     	2016-10-21 05:05:25 	The collision detection has been confirmed. 	{args: }
62657     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 05:05:33 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
62658     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 05:05:33 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
62659     	I   	Operational         	10021   	Execution error reset                   	2016-10-21 05:05:33 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
62660     	I   	Operational         	10021   	Execution error reset                   	2016-10-21 05:05:33 	 The program execution in task T_ROB_L has left a spontaneous error state. 	{args: "2", "T_ROB_L"}
62661     	I   	Operational         	10052   	Regain start                            	2016-10-21 05:05:35 	A regain movement has started.	{args: "0"}
62662     	I   	Operational         	10053   	Regain ready                            	2016-10-21 05:05:35 	The regain movement is ready.	{args: "0"}
62663     	I   	Operational         	10151   	Program started                         	2016-10-21 05:05:35 	Execution of task T_ROB_R has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB_R"}
62664     	I   	Operational         	10151   	Program started                         	2016-10-21 05:05:35 	Execution of task T_ROB_L has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB_L"}
62665     	W   	Motion              	50204   	Motion supervision                      	2016-10-21 05:06:01 	Motion supervision triggered for axis 7 on mechanical unit ROB_R.	{args: "7", "ROB_R"}
62666     	I   	Operational         	10024   	Collision triggered                     	2016-10-21 05:06:01 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
62667     	E   	Motion              	50055   	Joint load too high                     	2016-10-21 05:06:01 	Actual torque on joint rob_R_5 too high. Might be caused by incorrect load data, too high acceleration, high external process forces, low temperature or hardware error.	{args: "rob_R_5"}
62668     	I   	Operational         	10020   	Execution error state                   	2016-10-21 05:06:01 	The program execution in task T_ROB_R has been stopped due to a spontaneous error.	{args: "1", "T_ROB_R"}
62669     	I   	Operational         	10020   	Execution error state                   	2016-10-21 05:06:01 	The program execution in task T_ROB_L has been stopped due to a spontaneous error.	{args: "2", "T_ROB_L"}
62670     	I   	Operational         	10012   	Safety guard stop state                 	2016-10-21 05:06:01 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
62671     	I   	Operational         	10125   	Program stopped                         	2016-10-21 05:06:01 	The task T_ROB_L has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB_L"}
62672     	I   	Operational         	10125   	Program stopped                         	2016-10-21 05:06:01 	The task T_ROB_R has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB_R"}
62673     	E   	Motion              	50021   	Joint position error                    	2016-10-21 05:06:02 	Actual position of joint rob_R_5 is too far away from the ordered position.	{args: "rob_R_5"}
62674     	E   	Motion              	50021   	Joint position error                    	2016-10-21 05:06:02 	Actual position of joint rob_R_5 is too far away from the ordered position.	{args: "rob_R_5"}
62675     	I   	Operational         	10026   	Collision retraction                    	2016-10-21 05:06:02 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
62676     	W   	Motion              	50438   	Motor off sequence has timed out        	2016-10-21 05:06:06 	The mechanical unit ROB_R has not been able to finish the motor off sequence during configured time.	{args: "ROB_R"}
62677     	I   	Operational         	10025   	Collision confirmed                     	2016-10-21 05:08:40 	The collision detection has been confirmed. 	{args: }
62678     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 05:10:26 	The program pointer of task T_ROB_R has been reset.	{args: "1", "0", "T_ROB_R"}
62679     	I   	Operational         	10002   	Program pointer has been reset          	2016-10-21 05:10:26 	The program pointer of task T_ROB_L has been reset.	{args: "2", "0", "T_ROB_L"}
62680     	I   	Operational         	10021   	Execution error reset                   	2016-10-21 05:10:26 	 The program execution in task T_ROB_R has left a spontaneous error state. 	{args: "1", "T_ROB_R"}
